Astro Endo Micro Neuro-Ex Neuro-In Oligo OPC
0.23902600674426 -0.0192645497381032 -0.0699713405890838 0.21206712678991 0.209905297422104 0.110260781886852 0.236040686682279
0.107398357376511 0.0123604770690487 -0.0133467028269081 0.0244970101139427 -0.0935067670876961 0.261421956093016 0.0639932501521017
0.96162307823917 0.0904887540415215 0.555609855731124 -0.833823443072219 -0.273302765414181 0.495394826162063 0.705995820309833
-0.178928277993527 0.0266271282514168 0.314620978300895 -0.227950417943607 -0.252757259907104 0.656746161787102 0.0337060768459126
0.035435065324519 0.102683155847951 0.0809708657011843 -0.195321373951303 -0.196317332479912 0.327442360368345 0.22568102392981
-0.440185025563564 0.355621656285291 -0.133524923673518 -0.0183418951357537 0.00299745111414778 -0.449292533625987 -0.331659796630609
0.368313400637341 0.249918921239334 -0.0572936758448954 0.308399698558209 0.181392688692737 -0.291482163937784 0.106842913602118
0.0629657753037444 0.240673574782381 0.230945428177292 0.179948049308031 0.252245266691742 0.606944621695596 -0.0294121443339341
-1.56098657817526 0.165340374565502 -0.0155847030021548 0.129922089460138 0.140806986932477 -0.325782487766811 -0.96885411550074
1.16878681996663 -0.119540908827703 0.435371540895681 -0.923946581840615 -0.304108414238748 0.050023880035035 1.11338360269842
-0.0458401472740904 -0.193374390034468 -0.162328197673669 0.322681571583047 0.210432708574685 0.200651262229467 0.0409865502015535
0.622298864750792 -0.217365383313931 -0.0190252983793975 -0.327724299449307 -0.20098143925783 -0.302844316666939 0.567753025661814
-0.0585467297542692 0.0399575981130489 -0.163488660471537 0.36550105080593 0.181907852222088 -0.197332290336026 -0.0284770233408383
0.152621766432739 -0.331859880870044 0.006045762997548 0.195249761971085 0.0782116132055423 0.0410698951374928 0.0709323761868275
-0.184299427307089 -0.0432004614674992 0.0242043708411797 0.0472168002146278 -0.0512429106500988 0.00624071494761143 -0.0674011107718324
0.492423831910052 -0.124509569996938 -0.376676856938406 0.804379238238798 0.61068437789922 -0.331257865002743 0.300434864605194
0.446716112307979 0.0263919313385901 0.413044156001788 -0.283427430582528 -0.139525798292955 0.772981715499716 0.469642458130386
0.642791206702056 0.531893125355051 -0.288648980833698 0.354632559719982 0.186881455457344 -0.347261503954739 0.20645882688788
-0.346834771872955 -0.295123075715937 -0.0285390545880571 0.24435336872907 0.254118824814384 0.133447123821122 -0.0472775459568342
0.0312366183186819 -0.0988698068676454 0.24561726236985 -0.109709643507257 -0.470291495626233 0.24181037790103 -0.194751963575378
-0.502030068611088 -0.40336827828849 -0.459134590658356 0.427357138427778 0.355646987392102 -0.661488046876489 -0.343570573059129
0.034478458798968 -0.0929639774837513 -0.0272071568309035 0.104632611422972 -0.0517144275581175 -0.10078642902924 -0.170694813092807
-0.00165931697295885 -0.355295514529604 -0.286240724418096 0.13338393987649 -0.00358429605776268 -0.497151610108653 -0.0930518349152859
0.308780317641476 -0.506688442580785 0.094573218419202 -0.0783763349188326 -0.0728957136051645 -0.0690251888164326 0.288519286275861
0.16260562773236 -0.0954694812791698 -0.0355867196469319 0.276774290248806 0.135515161297087 0.0271796753081664 0.283896518506579
0.39994427125231 -0.411983368526655 -0.101242328141973 0.110012305363881 0.187836480515451 -0.211612618414277 0.39948795113923
0.439181153831538 -0.210597766370824 -0.318721566273355 0.556970212023208 0.401029896052696 -0.338487792926654 0.491612654684719
0.587576471776218 -0.209367086623459 -0.110605537257406 0.107114400183121 0.118070920378969 -0.203818009211641 0.351319687962434
0.263165290925307 -0.162537118153499 -0.0969498586588758 0.317795755373788 0.146083397547247 -0.0604727107824467 0.293283046031752
-0.681075925063851 -0.723529613806375 -0.186805848017354 0.0184444079543686 0.139940153719274 -0.354624495365365 -0.122363305445433
0.0934151140653727 0.380989839403045 0.0610629352329248 -0.0657090498403254 0.0444459046105316 0.168203142973703 -0.112860238713594
-0.739025022276084 0.444356126136857 0.227671066217914 0.0157947578811795 -0.0169767980898268 0.292709464662064 -0.42024259447366
-0.427508722956319 -0.0730831797984708 -0.164968045061164 0.539281941878516 0.38610640112299 -0.261435159123156 -0.289281334384274
-0.406000171080522 0.500214891212016 0.302136031333671 -0.257036916360681 -0.133150995754483 0.415992505475173 -0.41748216072303
-0.40781284577653 -0.190888360820383 -0.0814650349489006 0.306248030889133 0.238047542165266 -0.313847980670725 -0.515986780877282
-0.163614002970289 0.206517821643901 0.17118258562208 0.229471899461309 0.0783884445750728 0.25287992290784 -0.326796763550154
-0.48124753491737 -0.0307185599569098 0.667589778386734 -0.668977553483005 -0.514898619983246 1.28589104235171 -0.253995272694006
-0.359249678249343 0.232181575433149 0.658451572444295 -0.834960615460501 -0.675081772225258 1.36529701663176 -0.0427803613263648
0.99085280584907 0.110055302022143 -0.302282693120598 1.08213533445571 0.927682872305703 -0.328828227448045 0.547763605789492
-1.36582519556418 0.0058088655703412 -0.287182106206843 0.935032644141996 0.731262379815913 -1.18024408164678 -1.10349049065618
0.23423798572314 -0.132016576819882 -0.0860947732741319 0.187089389395487 0.188131792072949 -0.318321925536697 0.242810339785744
-0.103671401059839 -0.221245125826097 0.0114145398926499 0.0140753548360353 0.0274803050740599 -0.20126401000688 0.00750851639261326
-0.0593937974965544 0.13726792160415 0.284507923632826 -0.145360535734017 -0.0285295836262965 0.495362046228277 0.0579308813882099
0.134757757218174 -0.0817147223093995 0.0857438757356191 -0.00701558069222946 0.108735767983417 0.379149476431584 0.286196627867161
0.324555474363463 0.312794906513602 0.0889376705226658 0.201890060260049 0.0951218574443985 0.562132174239885 0.446003785414964
-0.620859501901208 0.601154671250148 0.254351141812144 -0.224043618378885 -0.377730872225433 0.79768481034727 -0.71710872713433
-0.850793274709027 -0.453942104898807 -0.0498885373865087 0.0676081765295321 -0.0214376683385198 -0.109122973428146 -0.237372762101946
-0.291163654719871 0.33445037978733 -0.0242904223475695 -0.0831516442571711 -0.164865828697954 0.044211613300428 -0.44242664669887
-0.965490181678976 0.263230789438669 0.16596471840546 0.105527302096899 0.0930452563647339 0.117757617048026 -0.284098683921618
-1.51288544061018 -0.0694962233760125 0.0342117053913565 0.077945077586541 0.107784287769375 0.068243450519942 -0.701260251670819
0.428216141854023 -0.302805591127545 -0.0185447534589261 -0.445046761532326 -0.226730007758263 -0.212730236973654 0.465234514735696
-0.0209066419275036 -0.423201196287725 -0.0110914622306037 -0.397852607114981 -0.384839097795747 -0.188959687489777 -0.0106674917001372
0.325250980165261 -0.160347988746868 0.0104621521259615 -0.28962354008541 -0.111190489499534 -0.183932618508399 0.127723311606461
0.376772212799551 -0.395147056673853 -0.282979300537667 0.549986100975801 0.341473176942017 -0.277065708768739 0.563177091928292
-0.20417095071735 -0.0900727183019174 0.172318283759778 -0.371957013978111 -0.341333758804238 0.238244378042431 -0.193327920954999
0.373894950488721 -0.200963473856328 0.253965154858449 -0.364781102531279 -0.263263166099214 0.359880696389044 0.621137629304644
0.273961409510388 -0.247032885255403 -0.335553621230287 0.646286237524036 0.438852193594712 -0.130281850980607 0.375240487405038
0.35990184969528 -0.0311638700896337 -0.134964711264761 -0.341011013071103 -0.29398593184244 -0.210861333962669 0.0371988439169164
0.231949180372267 -0.484176980294836 0.123198275939413 -0.306721228106967 -0.121854245908452 -0.121884250311071 0.307620770126297
0.0386679944733997 -0.347453900411351 -0.419365578654347 -0.184476337520141 -0.10043970310184 -0.849182369631399 0.270403348868324
-1.36903421490913 -0.0795165030460437 0.0489211772628245 -0.350922296438779 -0.113624818063591 -0.0511479894431117 -0.636017440929853
0.0426187166453454 0.206333458226555 -0.137678596629956 0.141171996744678 0.0850444725620861 -0.00190966550288239 -0.0468505583468826
-0.200615005090356 -0.00768629825102721 -0.0548348664219307 -0.10184821759705 -0.129566281822453 0.0211415421475099 -0.0239184469461502
0.0555618883923761 0.149921637232013 -0.257407796584199 0.264421599663423 0.177542323079384 -0.394203842003625 0.0229266973253611
-0.186023085718587 0.301273391339373 0.181578266889615 -0.118896908006693 -0.132787987661418 0.00814145219216812 0.0332499787258512
-2.14736210701198 0.0125406509680385 0.191007889879198 0.501143677862502 0.362023014876273 -0.0645040678967312 -0.637752035803728
0.0746213619021459 -0.153988917446022 0.0528856787512005 0.0936113438619503 0.13222662627101 0.174952936694151 -0.00235683514405082
0.25855585421802 -0.0693542904179224 -0.516635142623757 0.636252742255852 0.504924515821053 -0.693688554952385 0.190749521450581
-0.0264142461636281 0.0606159680929184 0.336131712373628 -0.320303237825843 -0.405905095468859 0.637500485602575 -0.0279182805178787
-1.54875470868493 0.0492143845917468 -0.0628601430649184 -0.0991925120697249 0.051765893223055 -0.572142976691858 -1.0406945298271
-0.780943032801427 0.529175846344868 -0.0987190121915181 0.116876278040416 0.0617559124150512 -0.427003087619704 -0.683859686391355
-0.290605216602719 -0.0303379540895116 0.287418025173817 -0.436649653742294 -0.456469379431604 0.515109646918152 -0.0773326892719253
-0.420551155278724 -0.699993900847971 0.451008540030758 -0.516334106075944 -0.780926133982573 0.86152933361077 0.12869687002277
-0.559065786311612 0.061100853061029 0.338463690630604 -0.686949054737295 -0.477884747763084 0.648730696389572 -0.447728366433037
0.107460789259607 0.393617617018484 0.0614246229443999 -0.427619755500573 -0.189080638027781 0.0616384782248582 -0.111916056956302
0.363207022396768 0.0560110494665228 -0.141729105988419 0.306269198466227 0.334038486187045 -0.0239562050449078 0.17775713752235
0.611549799385524 0.327357755910886 0.0271975410433939 -0.139036023104926 -0.016988501635568 0.103968560504943 0.199015329728491
0.216872027012575 -0.125256259680648 -0.208130138883435 0.237856533043046 0.265235644965493 -0.135668868423078 0.0420162884655231
-0.519590789828578 0.228921993945356 0.149886867332613 -0.0544356296942096 -0.0547515175650845 0.179173020835142 -0.104650618057493
