"MSN" "CT" "GM" "SA" "MC" "IC"
"1" 1.02768421274933 0.872163417424542 1.13104580442878 1.13704796255108 0.925325084117144 -0.061197730065111
"2" 0.492380781736464 -0.448187941883141 2.20770238164329 0.327408154873839 2.07962684354154 -0.390544211870921
"3" -0.441055005568608 -0.753419434279734 0.453921338015984 -0.585906726905729 0.645865689124317 -0.45189930060072
"4" -0.298693940265051 -0.84798681202964 1.09514073379528 -0.54125781835062 0.133539063456061 0.257775842049911
"5" 0.0127675342900498 0.528012759260392 -0.167617280579384 0.423501802065499 -0.214762481274113 -0.020276217508539
"6" 1.59248500475706 2.25701414200563 2.43959624305305 1.76431791801286 -0.0468190219168134 0.940113352926151
"7" -0.619579715063364 -0.0310569325540933 1.01406948047569 -0.587300233798084 -0.568991566291581 -0.356487142933924
"8" 0.312310886623677 1.45807498235476 -2.48160310549803 0.283277870160577 -0.569390039588609 0.404842511515729
"9" -0.168863660246704 0.51998988845025 -2.41003170316839 0.0995942696487485 0.823127662406146 -0.364749153146669
"10" 2.05058228581883 1.76730268411511 1.95293278805314 1.46358796372107 1.29997819492995 2.24987563965048
"11" 2.31361620422671 2.27730815986261 -0.583241738396016 2.28132301526489 1.53544576787058 1.55074650354293
"12" -0.366353064146474 -1.16954329130856 1.88657403081534 -0.369849612437884 0.157827951492702 0.805054426246459
"13" -0.90249775273998 -0.741189003666459 -1.23813866605046 -0.691329021782132 -0.811618407949982 -1.37459301283392
"14" -0.243130385180234 -0.146189472295909 0.334332947074866 -0.470050098518412 -0.611742742336819 1.15690652158342
"15" 1.88390928197653 1.71341168006501 -1.76555747253749 1.86307663972712 1.32966584165523 1.26358650848144
"16" -1.0463022167311 -2.05082859071831 0.0424590078435938 -1.16232729350065 -0.204984758478698 0.125923692435472
"17" -0.284010567399582 -0.205857043520703 -0.530723063493377 -0.0471211971648726 0.814031024565609 -0.565402110173468
"18" -0.672801778324772 -0.757994687184863 1.80110781851308 -0.757081420172665 -1.66055868684562 -0.598556644346953
"19" -0.604010211016831 -1.27721404513313 -0.953078983956091 -0.728616883719831 1.0165048384408 -0.848095751335223
"20" -0.729348182431488 -1.80614063108148 0.564120604414361 -0.921408898246056 1.61560567442817 -0.413232291710363
"21" 0.304493163763724 0.525867680328015 -0.927150708876744 0.337170861180075 0.234745144770374 -0.149496851849223
"22" -0.350751952654961 -0.170122573403207 -0.209442376159079 -0.654072150446045 0.340077269334454 -0.81565280003921
"23" 0.0610467474496957 0.448032309978939 0.0880147664738608 0.0577966000826129 0.530100316508425 -1.48569479717257
"24" -0.321249398801797 0.199037837368073 1.98679707300472 -0.44807711141379 -1.11540976892796 -0.0118750667217829
"25" -1.69992582045231 -2.26495453906163 0.163508172413964 -1.62043274525715 -0.707790448885348 0.299768910748885
"26" -0.123608248984559 0.663015106652009 1.81051213242946 0.2411236716552 -0.368397342931912 -0.832344507471195
"27" 0.398367595923901 0.0655093897111925 0.853150588070153 0.19040359083896 -0.290025123527903 1.07062167460568
"28" -1.18921059040151 -0.971221932042015 2.15143389459028 -1.57291823155764 -0.61456113788352 -0.620849071653103
"29" -0.719130403035834 -0.828556708606013 2.17654949344869 -1.490264010786 -0.314253616033604 -0.246892317897125
"30" 0.145922912828819 0.0488460127922186 0.63068665874363 -0.042245442340861 0.906045614744952 0.0483818129750126
"31" -0.0483965140121141 -0.704356502742698 -0.958336550159769 0.153791756753435 0.364779529320019 0.0208343740858864
"32" 1.60761067180164 2.59250128514074 -1.05696742829723 2.01520181604293 -0.0343504048513739 0.0310399103411406
"33" -0.322473043619448 -0.766448721440453 -0.671229236056389 -0.202527251294606 1.03854938106089 -1.13767340298567
"34" 0.743147012513082 1.46609112748235 -1.53927447201249 0.73879297113093 0.860617827276831 -0.346092669614259
"35" 0.72217602056548 1.41752514877152 -0.191545814853595 0.80234629541126 -0.778498095015056 0.107203762164376
"36" -0.51966088885486 0.574650930596061 -1.1472429381701 -0.478869911700631 -0.818456305080017 0.194937098116431
"37" 0.871699718715149 1.48418467266424 -0.505574779534662 0.569072405061577 0.0794738167242429 0.245829602302466
"38" -2.050760583313 -1.59339234881866 -0.406448379698509 -2.36918840016571 -1.27587351842678 -1.47087468850146
"39" 1.1524358731311 1.2142541710377 -0.837447848971638 1.01070207116828 0.366232918058687 1.02772960379792
"40" 0.538893697647283 0.585741453004205 -0.341585323076092 0.851048603022872 1.22749426381405 -0.508189853672026
"41" -0.219401853238932 0.397848097133505 0.912204180462238 0.269461033853623 0.116733216725538 -1.02411304629038
"42" -0.0977949871790655 -0.202670172245038 2.12567683647523 -0.44416559775723 -0.0292755762817144 -0.207672671838319
"43" -0.357066683668664 0.145197795324881 2.5589063483738 -0.293346897925581 -0.173205353408305 -0.382248008258891
"44" -0.482989533340425 -0.946962356257726 3.10363445554378 -0.797499696905262 -0.476223313760408 -0.347605076180988
"45" -0.526803309455752 -1.39906519045757 -1.08964925354085 -0.658196721889282 -0.393105032913364 -0.108691660499397
"46" 0.0189526046867934 0.575034967067797 -2.40819518047602 0.345010259073134 -0.356473187105603 0.155085876867534
"47" 0.565609262120954 0.266987879335898 -0.863830833809378 0.54459518497073 0.459148318104252 0.466126099118747
"48" -0.0212557452683244 0.453761449982316 -2.95821750678086 0.277885153065287 1.02333550718772 -0.986504181324339
"49" 0.793704480234616 0.34409153498296 -1.83932341411363 0.923940852269651 1.15738307703467 -0.372349115157004
"50" -2.28831819398051 -2.03330796904021 -1.87312292109496 -2.12189026412502 -1.41007342974378 -1.16193628813897
"51" 0.363771913789451 1.50866395444513 2.08928810205601 0.142174987325056 0.107434941281508 -0.151551622355244
"52" 1.63462037939008 2.21639847098901 1.22965092311803 1.83760500226864 0.213729185094629 0.614861372209941
"53" 0.0861868634359113 0.146597261911451 1.77209498783362 -0.175266817863022 0.716175479425599 -0.436579679253489
"54" -0.912440079152404 -1.21206436562414 2.2754547478169 -1.26138828869887 -1.34706913722564 0.951114299441846
"55" -0.00194697339919189 0.541218862230242 1.42939973415887 -0.0391865027409919 -0.766152314456624 -0.403948097424471
"56" 0.667857737882108 1.21552582580809 1.68606737953247 0.682115839442928 -0.416083670440219 0.108679069707698
"57" -0.867883211082708 -0.310673052013171 1.58654884718056 -1.16010538194673 -0.740468019389777 -0.500024760731753
"58" -0.419607356409158 0.239524041728098 1.85657460369641 -0.70900398676409 -1.46744285366992 -0.256254350488909
"59" 1.88243222926988 1.72590879756885 0.749420311699325 1.81837540048436 1.32889928472859 0.853554739209291
"60" 0.689938442345985 0.443188162077187 0.844546272716203 0.666144370545492 1.09967996803726 -0.124200814671369
"61" -0.142779047786383 -0.301184352263801 -1.32474819974237 0.142644084491488 0.366527601069176 -0.604711244041028
"62" 0.298999882576676 0.376892555325516 -1.29328330870893 0.400274581276564 0.727287057772425 -0.376685818702117
"63" 0.794958785482164 1.34464115938951 -0.896459663625425 0.490969919168161 0.191586866491185 0.65114349904358
"64" 1.38775144540931 0.983589215758766 2.38163901360036 1.16429155335272 0.715944739600176 1.70526399662145
"65" 0.0447508221149443 0.273772182856727 2.37348758410347 -0.269306518278824 -0.424508541684604 0.242764109208865
"66" -1.26323135335353 -1.72807515684099 2.32507941601816 -1.82825350966246 0.23007164829034 0.198583337925813
"67" 0.137859174164492 -0.39144243198553 1.98593396803346 -0.427418040141446 0.50240793833776 1.12778052324394
"68" 0.76535205763982 -0.145635279613706 1.74926786449425 0.300979957540659 0.773688188954035 1.49452213328446
"69" -0.424587098732728 -1.00184985337088 2.32596208790482 -0.87020958382724 0.464065326539314 -0.492885432636082
"70" -1.17138847039738 -0.704559558325047 -2.44407092749456 -0.805959204394423 -0.340810615528688 -1.30847261981684
"71" -1.17354999326161 -1.44103344136814 -3.11899282144967 -0.984019447218649 -0.828963453986576 -1.05559600788477
"72" 0.0571656712399867 1.55230113149821 -2.26816164634687 0.51146947335021 -0.313267586744831 -0.156716569494771
"73" 1.15186019865989 1.68237786986232 1.62776819822243 1.06008382460444 -0.393165484111694 0.498261115551444
"74" -0.370437328796461 0.793910359225034 -1.85617609969616 -0.0572935382281122 -0.331009996359711 -0.779251665910556
"75" -0.747709092961401 -0.707302108692342 0.705429867152371 -0.498867689504667 -0.986958192532841 0.349624305101055
"76" 0.260419160361619 1.72943386351312 -1.91028623635622 0.568632690307531 -0.282504116323594 -0.0782924821425528
"77" -0.396798873735282 0.502402320918711 -0.651510667233776 -0.158684046074049 -0.117270728158601 -1.17600547763461
"78" -1.01277885556336 -1.2629118344776 -1.8710825260196 -0.826475632104809 -0.134644799589023 -0.742319460902042
